2018-03-23 16:53:46.741 [main] INFO  com.ukefu.webim.Application - Starting Application on VMHOST with PID 1088 (E:\spring_boot\code\ukefu\target\classes started by 何达宏 in E:\spring_boot\code\ukefu)
2018-03-23 16:53:46.758 [main] INFO  com.ukefu.webim.Application - No active profile set, falling back to default profiles: default
2018-03-23 16:53:46.856 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-03-23 16:53:46.900 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@683dbc2c: startup date [Fri Mar 23 16:53:46 CST 2018]; root of context hierarchy
2018-03-23 16:53:47.708 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [config/applicationContext-snaker.xml]
2018-03-23 16:53:47.811 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-03-23 16:53:47.997 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-03-23 16:53:48.176 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'managementServletContext' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcHypermediaManagementContextConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcAutoConfiguration.class]]
2018-03-23 16:53:48.584 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$2b36e95f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:53:48.660 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IMServerConfiguration' of type [com.ukefu.webim.config.web.IMServerConfiguration$$EnhancerBySpringCGLIB$$987d580] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:53:48.775 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'socketIOServer' of type [com.corundumstudio.socketio.SocketIOServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:53:49.154 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 80 (http)
2018-03-23 16:53:49.160 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-03-23 16:53:49.161 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.16
2018-03-23 16:53:49.249 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-03-23 16:53:49.250 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2350 ms
2018-03-23 16:53:49.798 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
2018-03-23 16:53:49.798 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-03-23 16:53:49.798 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-03-23 16:53:49.798 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-03-23 16:53:49.798 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-03-23 16:53:49.799 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
2018-03-23 16:53:49.799 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2018-03-23 16:53:49.799 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2018-03-23 16:53:49.800 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'tokenInfoTokenFilterSecurityInterceptor' to: [/*]
2018-03-23 16:53:49.800 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'apiTokenFilterSecurityInterceptor' to: [/*]
2018-03-23 16:53:49.800 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
2018-03-23 16:53:49.800 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
2018-03-23 16:53:49.801 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2018-03-23 16:53:50.006 [main] INFO  com.hazelcast.instance.DefaultAddressPicker - [LOCAL] [UCKeFu_UC] [3.8] Prefer IPv4 stack is true.
2018-03-23 16:53:50.051 [main] INFO  com.hazelcast.instance.DefaultAddressPicker - [LOCAL] [UCKeFu_UC] [3.8] Picked [10.1.1.2]:5701, using socket ServerSocket[addr=/0:0:0:0:0:0:0:0,localport=5701], bind any local is true
2018-03-23 16:53:50.065 [main] INFO  com.hazelcast.system - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Hazelcast 3.8 (20170217 - d7998b4) starting at [10.1.1.2]:5701
2018-03-23 16:53:50.065 [main] INFO  com.hazelcast.system - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Copyright (c) 2008-2017, Hazelcast, Inc. All Rights Reserved.
2018-03-23 16:53:50.065 [main] INFO  com.hazelcast.system - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Configured Hazelcast Serialization version : 1
2018-03-23 16:53:50.222 [main] INFO  c.h.s.i.o.impl.BackpressureRegulator - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Backpressure is disabled
2018-03-23 16:53:50.645 [main] INFO  com.hazelcast.instance.Node - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Creating MulticastJoiner
2018-03-23 16:53:50.722 [main] INFO  c.h.s.i.o.impl.OperationExecutorImpl - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Starting 8 partition threads
2018-03-23 16:53:50.723 [main] INFO  c.h.s.i.o.impl.OperationExecutorImpl - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Starting 5 generic threads (1 dedicated for priority tasks)
2018-03-23 16:53:50.730 [main] INFO  com.hazelcast.core.LifecycleService - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] [10.1.1.2]:5701 is STARTING
2018-03-23 16:53:53.092 [main] INFO  com.hazelcast.system - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Cluster version set to 3.8
2018-03-23 16:53:53.092 [main] INFO  c.hazelcast.internal.cluster.impl.MulticastJoiner - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] 


Members [1] {
	Member [10.1.1.2]:5701 - 4b357e12-7947-4e0e-ab90-f9baa2e3a208 this
}

2018-03-23 16:53:53.113 [main] INFO  com.hazelcast.core.LifecycleService - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] [10.1.1.2]:5701 is STARTED
2018-03-23 16:53:53.645 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-03-23 16:55:19.306 [main] INFO  com.ukefu.webim.Application - Starting Application on VMHOST with PID 12356 (E:\spring_boot\code\ukefu\target\classes started by 何达宏 in E:\spring_boot\code\ukefu)
2018-03-23 16:55:19.321 [main] INFO  com.ukefu.webim.Application - No active profile set, falling back to default profiles: default
2018-03-23 16:55:19.415 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-03-23 16:55:19.460 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@683dbc2c: startup date [Fri Mar 23 16:55:19 CST 2018]; root of context hierarchy
2018-03-23 16:55:20.260 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [config/applicationContext-snaker.xml]
2018-03-23 16:55:20.359 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-03-23 16:55:20.532 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-03-23 16:55:20.713 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory - Overriding bean definition for bean 'managementServletContext' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcHypermediaManagementContextConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration; factoryMethodName=managementServletContext; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/actuate/autoconfigure/EndpointWebMvcAutoConfiguration.class]]
2018-03-23 16:55:21.129 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6948224d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:55:21.206 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'IMServerConfiguration' of type [com.ukefu.webim.config.web.IMServerConfiguration$$EnhancerBySpringCGLIB$$47990e6e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:55:21.276 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'socketIOServer' of type [com.corundumstudio.socketio.SocketIOServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-03-23 16:55:21.662 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 80 (http)
2018-03-23 16:55:21.668 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-03-23 16:55:21.669 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.16
2018-03-23 16:55:21.758 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-03-23 16:55:21.759 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2299 ms
2018-03-23 16:55:22.308 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
2018-03-23 16:55:22.308 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-03-23 16:55:22.308 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-03-23 16:55:22.309 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-03-23 16:55:22.309 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-03-23 16:55:22.309 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'tokenInfoTokenFilterSecurityInterceptor' to: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'apiTokenFilterSecurityInterceptor' to: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
2018-03-23 16:55:22.310 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
2018-03-23 16:55:22.312 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2018-03-23 16:55:22.469 [main] INFO  com.hazelcast.instance.DefaultAddressPicker - [LOCAL] [UCKeFu_UC] [3.8] Prefer IPv4 stack is true.
2018-03-23 16:55:22.517 [main] INFO  com.hazelcast.instance.DefaultAddressPicker - [LOCAL] [UCKeFu_UC] [3.8] Picked [10.1.1.2]:5702, using socket ServerSocket[addr=/0:0:0:0:0:0:0:0,localport=5702], bind any local is true
2018-03-23 16:55:22.532 [main] INFO  com.hazelcast.system - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Hazelcast 3.8 (20170217 - d7998b4) starting at [10.1.1.2]:5702
2018-03-23 16:55:22.532 [main] INFO  com.hazelcast.system - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Copyright (c) 2008-2017, Hazelcast, Inc. All Rights Reserved.
2018-03-23 16:55:22.532 [main] INFO  com.hazelcast.system - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Configured Hazelcast Serialization version : 1
2018-03-23 16:55:22.717 [main] INFO  c.h.s.i.o.impl.BackpressureRegulator - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Backpressure is disabled
2018-03-23 16:55:23.150 [main] INFO  com.hazelcast.instance.Node - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Creating MulticastJoiner
2018-03-23 16:55:23.229 [main] INFO  c.h.s.i.o.impl.OperationExecutorImpl - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Starting 8 partition threads
2018-03-23 16:55:23.229 [main] INFO  c.h.s.i.o.impl.OperationExecutorImpl - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Starting 5 generic threads (1 dedicated for priority tasks)
2018-03-23 16:55:23.237 [main] INFO  com.hazelcast.core.LifecycleService - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] [10.1.1.2]:5702 is STARTING
2018-03-23 16:55:23.436 [main] INFO  c.hazelcast.internal.cluster.impl.MulticastJoiner - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Trying to join to discovered node: [10.1.1.2]:5701
2018-03-23 16:55:23.441 [hz._hzInstance_1_UCKeFu_UC.cached.thread-3] INFO  com.hazelcast.nio.tcp.InitConnectionTask - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Connecting to /10.1.1.2:5701, timeout: 0, bind-any: true
2018-03-23 16:55:23.443 [hz._hzInstance_1_UCKeFu_UC.IO.thread-Acceptor] INFO  com.hazelcast.nio.tcp.SocketAcceptorThread - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Accepting socket connection from /10.1.1.2:54580
2018-03-23 16:55:23.452 [hz._hzInstance_1_UCKeFu_UC.cached.thread-3] INFO  com.hazelcast.nio.tcp.TcpIpConnectionManager - [10.1.1.2]:5702 [UCKeFu_UC] [3.8] Established socket connection between /10.1.1.2:54580 and /10.1.1.2:5701
2018-03-23 16:55:23.466 [hz._hzInstance_1_UCKeFu_UC.cached.thread-3] INFO  com.hazelcast.nio.tcp.TcpIpConnectionManager - [10.1.1.2]:5701 [UCKeFu_UC] [3.8] Established socket connection between /10.1.1.2:5701 and /10.1.1.2:54580
